Name_lang,Description_lang,Map[0],Map[1],ID,JournalInstanceID,DungeonEncounterID,OrderIndex,FirstSectionID,UiMapID,MapDisplayConditionID,Flags,DifficultyMask
Archbishop Benedictus,"Archbishop Benedictus is the revered leader of the Church of the Holy Light. For years, his wise guidance has been instrumental in seeing humanity through bleak times. Yet beneath his apparent benevolence lies the shocking truth that Benedictus has pledged himself to the eradication of all life on Azeroth through the agency of his dark master... Deathwing.",0.473824,0.513754,341,186,1339,3,4150,400,0,0,-1
Asira Dawnslayer,"Former blade-for-hire Asira Sunbright was initially leery of working for the Twilight's Hammer, but the cult's generous payments quickly won her over. In time, she succumbed to the corruptive influence of her dark employers, even going so far as to take the name Dawnslayer. As one of the cult's deadliest assassins, Asira has been called upon to exterminate Thrall and his comrades.",0.407704,0.509356,342,186,1340,2,4167,399,0,0,-1
Ghamoo-Ra,"When the Twilight's Hammer cult arrived, its followers roused and imprisoned one of the last peaceful creatures living in Elune's temple. The cult delighted in tormenting the giant turtle for years, flaying its mind and body until it succumbed to madness. Naming the beast Ghamoo-Ra, the cultists trained it to attack outsiders and defend the Old Gods' shrine.",0.333333,0.60687,368,227,0,1,4376,221,0,2,1
High Interrogator Gerstahn,"The Twilight's Hammer cultist Gerstahn has always indulged in life's finer things: exotic foods, fine clothes, and gem-encrusted torture tools. Day and night, her prisoners' bloodcurdling cries echo throughout the Dark Iron clan's infamous Detention Block. Gerstahn proudly calls this horrific noise her symphony of screams, and she is always eager to add another voice to the chorus.",0.474044,0.922131,369,228,0,1,4630,242,0,0,-1
Lord Roccor,"Lord Roccor loathes the scheming and backstabbing of his fellow fire elementals. To avoid serving alongside his kind in the Molten Core, the mighty being purposefully angered the Firelord. Roccor's risky gambit paid off: he was expelled from the core and forced to guard Blackrock Depths in isolation.",0.556011,0.670082,370,228,0,2,4472,242,0,2,3
Houndmaster Grebmar,"Grebmar Fleabeard's hounds are the only family he's ever known. Long ago, the orphaned dwarf began breeding canines to serve as companions and guard dogs. When the houndmaster isn't patrolling Blackrock Depths with his loyal beasts, he often treats them to the Grim Guzzler's finest Dark Iron ale.",0.535002,0.573466,371,228,0,3,4626,242,0,0,-1
Ring of Law,"There is only one punishment for crimes committed against the Dark Iron dwarves: death. Ancient tradition calls for the guilty to pay the blood price in the Ring of the Law by battling savage creatures gathered from across Azeroth. To date, it is unknown if anyone has ever survived this brutal crucible.",0.497785,0.645796,372,228,0,4,4547,242,0,2,3
Pyromancer Loregrain,"Once a respected member of the Earthen Ring, Loregrain joined the Twilight's Hammer cult for reasons that remain a mystery to his former allies. He eventually journeyed to Blackrock Depths, where he took a sudden interest in the famed Dark Iron architect Franclorn Forgewright. The purpose of his current obsession is unclear, but Loregrain remains loyal to his cult and an enemy of all who oppose it.",0.54918,0.94877,373,228,0,5,4496,243,0,2,3
Lord Incendius,"Baron Geddon taught Incendius to harness his destructive powers, but the baron never expected his protege to grow so lethally efficient. Increasingly wary that Incendius might usurp him, Geddon sent the blazing elemental out of the Molten Core to guard the Dark Iron dwarves' fabled Black Anvil.",0.564208,0.311475,374,228,0,6,4476,242,0,2,3
Warder Stilgiss,"After years of dedication to Emperor Thaurissan, the cunning mage Stilgiss was entrusted with protecting his clan's coffers in the Black Vault. The loyal dwarf's close friend Houndmaster Grebmar celebrated the occasion by gifting one of his vicious dogs--Verek--to Stilgiss. The mage has put the beast to good use, keeping it at his side to scare off the vault's would-be thieves.",0.602459,0.659836,375,228,0,7,4386,243,0,0,-1
Fineous Darkvire,"Chief Architect Fineous Darkvire earned his title by passing off the ideas of more gifted masons as his own. His arrogance and scheming have drawn the ire of his predecessor, Franclorn Forgewright, from beyond the grave. The ghost of the late chief architect seeks to reclaim his incredibly powerful hammer--Ironfel--from Darkvire before it can be used for ill.",0.635246,0.211066,376,228,0,8,4538,242,0,0,-1
Bael'Gar,"The monstrous molten giant Bael'Gar lumbers across the Dark Iron Highway, a stunning feat of dwarven engineering carved into Blackrock Depths. Ragnaros pulled the giant from the heart of the Firelands to guard a massive sealed door at one end of the highway. According to legend, only the Firelord and the Dark Iron clan's highest-ranking members know what lies beyond the mysterious gate.",0.251366,0.534836,377,228,0,9,4532,242,0,2,3
General Angerforge,"Through a lifetime of study, General Angerforge has become an expert on dwarven military history and tactics. He recently incurred Emperor Dagran Thaurissan's fury by writing a scathing treatise on his clan's failures in past conflicts. This political blunder aside, Angerforge is a Dark Iron to his core. He will bleed--and die, if necessary--to protect his people and his emperor.",0.363388,0.82377,378,228,0,10,4508,243,0,2,3
Golem Lord Argelmach,Argelmach's lifelong obsession with immortality drove him to forge enchanted constructs in his own image. Rumor has it that he has also dabbled in some form of black magic that would allow the golem lord's new creations to act as vessels for his spirit should his flesh-and-blood body be destroyed.,0.364754,0.651639,379,228,0,11,4501,243,0,2,3
Hurley Blackbreath,"To say Blackbreath is a regular at the Grim Guzzler would be something of an understatement. In over a decade, the mischievous drunkard has left the tavern only once to steal a top-secret recipe for Thunderbrew Lager. Blackbreath has occasionally sobered up enough to make the concoction himself, and he claims it grants unimaginable strength and courage.",0.505668,0.704778,380,228,0,12,4494,243,0,2,3
Phalanx,"Until recently, drunken brawls raged within the Grim Guzzler on an almost daily basis. Barkeep Plugger Spazzring has reduced the frequency of these scuffles with Phalanx, a mighty golem bouncer programmed to maintain order in the tavern and eliminate raucous patrons with extreme force.",0.458206,0.564745,381,228,0,13,4504,243,0,2,3
Ribbly Screwspigot,"Screwspigot has a bad habit of borrowing money and squandering it on get-rich-quick schemes. His latest failure--Ribbly's Chewable Gunpowder--earned him a place on the hit list of Booty Bay's kingpin, Baron Revilgaz. Screwspigot has since fled to the Grim Guzzler, hoping to elude bounty hunters, friends, and family looking to cash in on the baron's bounty.",0.525456,0.625386,382,228,0,14,4492,243,0,2,3
Plugger Spazzring,"They say that at the Grim Guzzler everyone knows your name. This sense of camaraderie is due to the hard work of Spazzring, a leper gnome who sought a new life in Blackrock Depths after the fall of Gnomeregan. Despite his history of dabbling with evil as a warlock, he takes pride in his job as the tavern's barkeep, making sure that his patrons' mugs never run dry.",0.47722,0.657122,383,228,0,15,4485,243,0,2,3
Ambassador Flamelash,"For his unwavering service to Ragnaros, Flamelash ascended to the rank of ambassador to the Dark Iron clan. This depraved being initially despised his dwarven allies, but he has come to respect their penchant for destruction. As a show of solidarity, Flamelash guards the Chamber of Enchantment, a sacred location used by the dwarves to empower their weaponry.",0.538251,0.485656,384,228,0,16,4482,243,0,2,3
The Seven,"Centuries ago, sorcerer-thane Thaurissan and seven of his most powerful Dark Iron allies accidentally summoned Ragnaros into Azeroth and damned their entire clan to enslavement. Although the Seven perished during the ritual, their restless spirits still linger in Blackrock Depths, cursed to serve their elemental master and the current Dark Iron ruler.",0.538251,0.247951,385,228,0,17,4471,243,0,2,3
Magmus,"Ambassador Flamelash charged the molten giant Magmus with guarding Emperor Dagran Thaurissan's throne room, but not even this act put the Dark Iron ruler's concerns to rest. Ever fearful of assassins, the emperor also granted Magmus control over a series of fire-breathing statues outside his royal chambers.",0.796448,0.118852,386,228,0,18,4480,243,0,2,3
Emperor Dagran Thaurissan,"Emperor Dagran Thaurissan rules alongside Princess Moira of the rival Bronzebeard clan. Debate rages over whether the emperor ensorcelled his bride or she willingly joined him. Whatever the truth, Thaurissan's continued presence bodes ill for the future of his clan. So long as he lives, the Dark Irons will remain pawns of Ragnaros, and a dire threat to kingdoms throughout Azeroth.",0.909836,0.118852,387,228,0,19,4645,243,0,2,3
Highlord Omokk,"Omokk rules over the spire's ogres with an iron fist. Many underlings have challenged him to single combat in the hopes of seizing the highlord's title, but all have fallen without landing a solitary blow. This mysterious phenomenon has led to rumors that dark magic is protecting Omokk.",0.386612,0.590164,388,229,0,1,4523,252,0,0,-1
Shadow Hunter Vosh'gajin,"Vosh'gajin is renowned for her beauty--and psychotic tendencies--among the trolls. A master of the shadow hunter arts, she wields formidable hexes, curses, and healing magics.",0.553279,0.692623,389,229,0,2,4525,251,0,0,-1
War Master Voone,"During the Second War, Voone led small strike teams on daring missions into the heart of high elven territory. The cunning troll joined the false Horde because he wanted to be its chief strategist, not because he believed in Blackhand's ideology. Voone sees the splinter faction as an underdog, and he enjoys the satisfaction of overcoming insurmountable odds.",0.52459,0.545082,390,229,0,3,4527,250,0,0,-1
Mother Smolderweb,"Centuries ago, the Dark Iron dwarves dug into the lair of Mother Smolderweb, releasing the massive arachnid into the spire's halls. Her brood has continued to swell in number since that time, so much so that even Blackhand's forces fear traveling through Smolderweb's domain.",0.620736,0.741415,391,229,0,4,4543,251,0,0,-1
Urok Doomhowl,"Doomhowl is the true leader of the spire's ogres. This sinister figure has charmed his trusted aid, Highlord Omokk, with insidious magic to control Doomhowl's minions in his stead. He has gone to great lengths to keep up this charade, ruthlessly killing any ogres who challenge the highlord's rule.",0.454918,0.557377,392,229,0,5,4552,253,0,0,-1
Quartermaster Zigris,"After the First War, the orc hunter Zigris became infamous for tracking down Stormwind refugees and slaughtering them like game. He loathes Blackrock Spire's claustrophobic halls, but he is certain a day will come when he'll hunt in the open air again.",0.539617,0.844263,393,229,0,6,4568,254,0,0,-1
Halycon,"Halycon comes from a long line of great worgs bred for their ferocity and loyalty. Over the years, the den mother has produced an astonishing number of savage offspring. Rumors have spread that she is a demonic hound gifted to Rend Blackhand by a pit lord of the Burning Legion.",0.379781,0.840164,394,229,0,7,4572,254,0,0,-1
Gizrul the Slavener,"Very few of the Dark Horde have seen the reclusive and unpredictable Gizrul. The beast emerges from his shadowy den only when his mate, Halycon, calls to him. The two monstrous creatures have produced some of the largest--and most ferocious--worgs ever bred in orcish history.",0.394808,0.793032,395,229,0,8,4584,254,0,0,-1
Overlord Wyrmthalak,"The black dragonspawn Wyrmthalak oversees the lower spire's forces as they prepare for their assault against the dwarves. He has no love for the false Horde or its brutish members, and he will sacrifice any number of Blackhand's minions to protect his master, Nefarian.",0.575137,0.60041,396,229,0,9,4587,255,0,0,-1
Pyroguard Emberseer,"Long ago, Pyroguard Emberseer, a loyal minion of the mighty Ragnaros the Firelord, incinerated dozens of Blackrock orcs during a climactic battle at the Burning Steppes. Ultimately Emberseer was defeated and imprisoned within Blackrock Mountain, where his potent energy is now siphoned for use in accelerating the incubation of Nefarian's black dragon eggs.",0.303279,0.266393,397,229,0,10,4617,255,0,0,-1
Solakar Flamewreath,"Gaining favor within the black dragonflight is a mixed blessing. Solakar Flamewreath is entrusted with the care of Nefarian's dragonspawn, but he has been warned he will pay a terrible price for any whelp that dies under his supervision--or simply fails to live up to expectations.",0.36612,0.381148,398,229,0,11,4625,255,0,0,-1
Warchief Rend Blackhand,"After the Horde was defeated in the Second War, Rend Blackhand, son of the first warchief, brought the remnants of his clan to Blackrock Spire and fought the Dark Iron dwarves for possession of the stronghold. Rend allied his orcs with Nefarian and the black dragonflight, who routed the dwarves and expelled them from Blackrock's upper reaches.",0.486339,0.245902,399,229,0,12,4634,0,0,0,-1
The Beast,"Nefarian's dragonkin take obscene delight in the barbaric torture of Ragnaros's captured minions. Despite suffering unimaginable agony, one core hound remained lucid enough to be retrained, and his ferocity makes him an ideal guard in the upper levels of Blackrock Spire.",0.642077,0.319672,400,229,0,13,4649,0,0,0,-1
General Drakkisath,"A cunning and ruthless strategist, Drakkisath commands Nefarian's armies in the war with Ragnaros. After securing victories against the Dark Irons, General Drakkisath's forces are positioned to drive the dwarves out of Blackrock Mountain once and for all.",0.349727,0.497951,401,229,0,14,4657,0,0,0,-1
Zevrim Thornhoof,"Desperate to show his worth to the Burning Legion, Zevrim Thornhoof told his masters he could enslave the formidable ancients who still roamed Dire Maul. When his own power proved insufficient, Thornhoof turned to other living creatures for additional energy, butchering them atop his sacrificial altar and harvesting their essence in their final, agonizing moments.",0.575137,0.743852,402,230,0,1,4655,240,0,0,-1
Hydrospawn,"When the satyr Zevrim Thornhoof sought to control the elementals in Dire Maul, he focused on Hydrospawn, who calmly resided in the pool beneath his altar. As he performed his profane sacrificial rituals, the elemental grew agitated and restless, striking out at Thornhoof's demonic minions. As the years passed, Thornhoof used his victims' energies to whip Hydrospawn into unbridled fury, little by little binding its will to the satyr's commands.",0.536885,0.715164,403,230,0,2,5004,240,0,0,-1
Lethtendris,"Dire Maul's warped energy drew Lethtendris from afar, giving her hope of satisfying her unbearable craving for arcane magic. Using the sinews and ligaments of sacrificial victims, she constructed a web to siphon the corrupt power out of the east wing. To her delight, she discovered that the device has the capacity to gather vast reserves of overwhelming strength, enough to destroy all of her enemies.",0.438525,0.481557,404,230,0,3,4994,239,0,0,-1
Alzzin the Wildshaper,"Alzzin the Wildshaper seeks nothing less than the total corruption of Feralas, but until he discovered the Shrine of Eldretharr in Dire Maul, he had little success. With the power of enslaved ancients at his command, Alzzin concentrated the vitality of the surrounding forest into his lair, allowing him to manipulate it at will.",0.56694,0.288934,405,230,0,4,4921,240,0,0,-1
Tendris Warpwood,"Tendris Warpwood was a staunch defender of Eldre'Thalas, his heart inexorably entwined with the fate of the city. When the Sundering shattered the land, his resolve never wavered, but as corruption seeped into the ruins over the next 10,000 years, so too did it infect the ancient's spirit.",0.336066,0.536885,406,230,0,5,4913,236,0,0,-1
Illyanna Ravenoak,"Illyanna Ravenoak, along with her faithful companion Ferra, was once Prince Tortheldrin's most valued hunter, until she refused to carry out her leader's order to execute her friends. As punishment, he killed Illyanna and her bear, but he used his demonic power to bind their spirits to their bodies, condemning them to remain in Dire Maul as undead protectors.",0.203552,0.77664,407,230,0,6,4906,236,0,0,-1
Magister Kalendris,"When Prince Tortheldrin demanded the slaughter of the majority of his subjects, his most loyal lieutenants were tasked with executing his will. Magister Kalendris murdered many unsuspecting Shen'dralar without hesitation, but one of the doomed elves mortally wounded him during a destructive battle. Despite his demise, Kalendris's spirit still roams Dire Maul as a defender of Tortheldrin's rule.",0.338798,0.45082,408,230,0,7,4836,237,0,0,-1
Immol'thar,"In a desperate bid to restore the power and immortality they lost when the Well of Eternity was destroyed, the Shen'dralar summoned a demon into the western wing of Dire Maul and captured him within a force field, allowing them to use the void terror's energy for their own spells. Unable to fight back or even move for nearly 10,000 years, Immol'thar could only watch and wait for the day he might break free and rend the flesh of his captors.",0.349727,0.57582,409,230,0,8,4822,238,0,0,-1
Prince Tortheldrin,"After the Well of Eternity's destruction, Prince Tortheldrin maintained control over the surviving Shen'dralar by imprisoning a demon in the ruins of Eldre'Thalas and letting his subjects siphon its strength. The exposure to demonic power twisted Tortheldrin's mind, and when the creature faltered, the prince ordered the deaths of many of his vassals so only he and his most fanatical followers would be left to enjoy the corrupt energy.",0.622951,0.231557,410,230,0,9,4752,238,0,0,-1
Guard Mol'dar,"Mol'dar is a zealously loyal guard from the Gordok ogres. He is convinced King Gordok gifted him with a pair of enchanted gauntlets that have enabled him to become his people's arm wrestling champion for six years running. In truth, King Gordok threw the powerful armor away; Mol'dar simply found it first.",0.695355,0.760246,411,230,0,10,4740,235,0,0,-1
Stomper Kreeg,"On more than one occasion, skulking assassins have met their doom after accidentally disturbing Kreeg's ale mug. Though he's often passed out drunk on duty, nothing rouses the ogre into a berserker fury faster than the sound of his precious drink splattering on the stone floor.",0.612022,0.692623,412,230,0,11,4734,235,0,0,-1
Guard Fengus,"Ever since Cho'Rush the Observer told him he was destined to meet a mate while on duty, Fengus has spent almost every waking moment patrolling Gordok territory.",0.494536,0.780738,413,230,0,12,4725,235,0,2,3
Guard Slip'kik,"Some might think Slip'kik is merely cautious, but he's also lazy. Rather than challenge King Gordok directly, Slip'kik tinkers with traps and old, broken magical devices, hoping to eventually deliver a coup de grace without an ounce of risk or a drop of sweat.",0.266393,0.571721,414,230,0,13,4716,235,0,2,3
Captain Kromcrush,"Even among ogres, Captain Kromcrush is infamous for his hair-trigger rage toward anyone who dares to insult him or King Gordok. He crushes dissent ruthlessly, but he has still less patience for those who continue to spread the rumor of his torrid affair with a gnoll long ago.",0.318306,0.506148,415,230,0,14,4705,235,0,2,3
Cho'Rush the Observer,"Cho'Rush doesn't usually take sides, but when Ulrok was rising to power, it was clear there was nobody who could challenge him. The king quickly appointed Cho'Rush as his chief advisor, believing that his twin heads would make him twice as resourceful as the average ogre.",0.319542,0.303693,416,230,0,15,4673,235,0,0,-1
King Gordok,"To rule the Gordok ogres, one must simply proclaim oneself king... and then destroy all who might disagree. King Gordok--then merely known as Ulrok--solidified his power by convincing a dozen of his people's strongest warriors to challenge the king at the same time. The wild melee left most of the contestants dead or wounded, and Ulrok's blade easily cut down the survivors and the battle-weary king. To this day, Gordok ogres speak in hushed tones about the ""Day of Da Blood.""",0.319544,0.229482,417,230,0,16,4666,235,0,0,-1
Crowd Pummeler 9-60,"In Gnomeregan's heyday, inventors would compete for status by pitting their creations against one another. The mekgineer Oglethorpe Obnoticus built an unbeatable robot, and this earned him respect in the high tinker's court. Sicco Thermaplugg stole Obnoticus's blueprints and then made a giant version of the machine. He set his forgery loose, and the horrific results drove the ruling council to banish the innocent Obnoticus. The Crowd Pummeler 9-60 is still one of Thermaplugg's favorite (stolen) inventions.",0.431694,0.883197,418,231,0,4,4670,228,0,0,-1
Grubbis,"The radioactive gas that flooded the city was meant to anger the troggs and kill the gnomes, and Thermaplugg's plan was brutally effective. One trogg, however, reacted oddly to the substance: Grubbis grew. And grew. It was a side effect that Sicco had not anticipated, but he's never been one to waste valuable (and dangerous) resources. This giant trogg now patrols the tunnels of Gnomeregan. His loyal basilisk pet, Chomper, helps Grubbis sniff out gas leaks, tasty fungi, and even tastier intruders.",0.778688,0.670082,419,231,0,1,4690,226,0,0,-1
Viscous Fallout,"The formerly robust and elegantly complex waterways of Gnomeregan are now an irradiated mess filled with toxic slime. A lone water elemental who had dwelt in the gnomes' aquifer became trapped in the contamination, and the pollution corrupted its pure form. It currently wanders the halls of Gnomeregan in anger and agony, a liquid embodiment of the vile poison of Thermaplugg's betrayal.",0.759563,0.465164,420,231,0,2,4691,227,0,0,-1
Electrocutioner 6000,"Mekgineer Thermaplugg is not a patient gnome. Rather than putting his inventions through a battery of tests to determine their safety and effectiveness, he rushes them into the field and moves on to the next project. The Electrocutioner 6000 was his first attempt at harnessing electricity as a weapon via a super-charged mechano-tank. Lieutenant Tom ""Sizzlepants"" Crankle, the only soldier to survive piloting the Electrocutioner, is now something of a hero among the leper gnomes.",0.243169,0.684426,421,231,0,3,4692,227,0,0,-1
Mekgineer Thermaplugg,"Murderer, traitor, and self-proclaimed king of the gnomes, the mekgineer Sicco Thermaplugg rules over the radioactive halls of Gnomeregan with a malfunctioning iron fist. His subjects are numerous, vicious, and insane enough to defend their crazed king against any intrusion from the upper world. It is Thermaplugg's madness that makes him so dangerous; he possesses the cunning to destroy everything around him, with no thought for his own life. There is a reason that even the monsters of Gnomeregan fear him.",0.311475,0.303279,422,231,0,5,4702,229,0,0,-1
Noxxion,Noxxion is a living embodiment of corruption. Theradras ordered her ally Lord Vyletongue to create this putrid elemental to be a powerful servant and a loyal pet to ease the princess's loneliness. Noxxion spreads its toxic essence into areas of Maraudon that have not yet withered under Theradras's malign influence.,0.362022,0.0983607,423,232,0,1,4709,280,0,0,-1
Razorlash,"Razorlash was made to accompany Noxxion through Maraudon. In time, this new creation became one of the princess's most cherished servants. Razorlash constantly wanders the caves alongside Noxxion, using thorny tendrils to shred any untainted plant life it can find.",0.166667,0.344262,424,232,0,2,4713,280,0,0,-1
Tinkerer Gizlock,"Tinkerer Gizlock and five other gem hunters snuck into Maraudon to mine its highly prized crystals. Their plan went horribly wrong when satyrs slaughtered everyone in the party save for Gizlock. The goblin, trapped within the caves and driven to the brink of madness, sees himself as the subterranean region's new ruler.",0.509563,0.530738,425,232,0,3,4721,280,0,0,-1
Gelihast,"The Old Gods called, and Gelihast answered, forcing his way into Blackfathom Deeps and slaughtering nearly a dozen surprised Twilight's Hammer cultists with his twin swords. Impressed by his ferocity and brutality, the cult allowed him to stay, and he built his own shrine to offer sacrifices and receive blessings from the ominous presence in the temple ruins.",0.543284,0.564179,426,227,0,3,4377,221,0,2,1
Lord Vyletongue,"The satyr lord Vyletongue journeyed into Maraudon's depths after hearing of its corruption. Theradras was wary of the conniving demon at first, but Vyletongue proved his worth by creating an array of wretched minions, such as Noxxion and Razorlash, for the princess.",0.378415,0.704918,427,232,0,4,4730,280,0,0,-1
Celebras the Cursed,"Upon learning of his uncle's tragic fate, the noble Celebras swore to free Zaetar's spirit. Yet the keeper of the grove was not prepared for the horrors that awaited him in Maraudon's shadowy corridors. The dark energies permeating the area quickly overcame Celebras, filling his heart with uncontrollable rage.",0.245902,0.143443,428,232,0,5,4745,281,0,0,-1
Landslide,"For years, the ancient mountain giant known as Landslide cultivated brilliant crystal gardens in Maraudon, but Theradras enthralled the behemoth when she took up residence there. This once-stoic giant now lives only to serve his tyrannical new master.",0.40847,0.487705,429,232,0,6,4749,281,0,0,-1
Rotgrip,"Rumor has it that Rotgrip has dwelled in Maraudon's subterranean waters for millennia. The famed dwarven hunter Hemet Nesingwary once proclaimed that the beast could not be found, and a number of amateur trackers accepted the challenge of seeking out the legendary creature. None of them ever returned.",0.413934,0.817623,430,232,0,7,4757,281,0,0,-1
Princess Theradras,"The earth elemental Theradras, Therazane the Stonemother's sole daughter, resides in Maraudon's inner sanctum. Influenced by the Old Gods, the princess transformed her home into a den of corruption and suffering. Some believe that her foul powers are tied to the spirit of her dead lover, Zaetar. If so, liberating the fallen keeper of the grove might be the only hope of cleansing Maraudon.",0.258197,0.788934,431,232,0,8,4759,281,0,0,-1
Tuten'kash,"Though blinded during the War of the Spider before his conversion to undeath, Tuten'kash still serves the Scourge as one of its deadliest crypt fiend commanders. Tuten'kash compensates for his blindness by decorating his lair with fine, almost invisible webs that allow him to sense every footstep and the lightest touch, alerting him to send out minions to ambush his hapless prey. Strong vibrations can send him into a disoriented rage, drawing him from his hiding spot deep within Razorfen Downs' recesses.",0.594262,0.340164,432,233,0,1,4763,300,0,0,-1
Mordresh Fire Eye,"Once an orc shaman sent from Orgrimmar to investigate the strange goings-on in Razorfen Downs, Mordresh was slain and remade into an undead servant of the Scourge. Deeming the elements to be unreliable, the lord of Razorfen Downs empowered Mordresh with blazing fel energies to sear the flesh of the living. In a mockery of his former calling as a spiritual leader, Mordresh utilizes his powers to incite lesser undead into a violent frenzy.",0.860656,0.467213,433,233,0,2,4767,300,0,0,-1
Glutton,"Living up to his name, this massive abomination has spent much of his time in Razorfen Downs gorging himself on the spoiled corpses of boars and their quilboar masters. The mass of rancid meat within his gut emanates a cloud of noxious fumes and crippling diseases, choking unfortunate adventurers who stray too close.",0.342896,0.668033,434,233,0,3,4769,300,0,0,-1
Amnennar the Coldbringer,"The lich Amnennar and his forces participated in the Scourge's assault on Mount Hyjal during the Third War. Afterward, the Lich King instructed his servant to remain in Kalimdor and expand the Scourge's influence, and so Amnennar began plans to create a base from which to strike at Orgrimmar and Theramore. To that end, Amnennar has set his sights on recruiting the recently displaced and desperate quilboar people, promising them power over death so they can repel invaders in their lands.",0.445355,0.604508,435,233,0,4,4772,300,0,0,-1
Lady Sarevess,"The Twilight's Hammer granted Lady Sarevess her own private cove within Blackfathom Deeps, continuously sending her fresh sacrifices. The cultists hope that her rituals and research will result in magical protection that will allow them to worship the terrifying hydra at the deeps' core without fear of becoming his next meal.",0.11194,0.389552,436,227,0,2,4379,221,0,2,1
Twilight Lord Kelris,"When the cultists found a strange three-headed creature in the belly of Blackfathom Deeps, Twilight Lord Kelris was convinced the hydra was a herald of the Old Gods' return to Azeroth... and his ticket to immortality. Kelris personally supervises the growth of the monster, even feeding him his own subjects to satisfy his wild hunger.",0.52388,0.808209,437,227,0,5,4382,222,0,2,1
Death Speaker Jargba,"The Death Speakers of the Death's Head tribe serve two functions: to disseminate propaganda and to discipline those who refuse to obey Charlga Razorflank and, by extension, her mysterious new allies. Jargba has made a name for himself among the Death Speakers by dominating the very minds of dissidents, forcing them to accept the will of their leaders.",0.872951,0.422131,438,234,0,1,4776,301,0,0,-1
Aggem Thorncurse,"Quilboar society has long favored shamanism, and a tribe's greatest shaman are named prophets of Agamaggan. Calling upon the power of their demigod ancestor, these prophets may summon boar spirits to aid them in battle much as other shaman call upon spirit wolves.",0.801913,0.516393,439,234,0,2,4778,301,0,0,-1
Overlord Ramtusk,"The commander of the Death's Head military forces, Overlord Ramtusk is a massive aging quilboar whose thick hide bears the scars of many battles with centaur, harpies, orcs, and even tauren. Rather than being slowed by his advanced years, Ramtusk directs his troops with the swift and confident authority of a battle-forged veteran. Striking him down would surely deal a crippling blow to the Death's Head.",0.571038,0.305328,440,234,0,3,4781,301,0,0,-1
Agathelos the Raging,"Boars are revered within quilboar culture, and particularly large and tenacious ones are seen as a favor from Agamaggan. Already a powerful creature, Agathelos has been fed Kraul bat guano, which produces a maddening effect, resulting in increased stamina and strength. The Death's Head plan to utilize Agathelos as a powerful weapon to crush all who oppose them.",0.0806012,0.688525,441,234,0,4,4786,301,0,0,-1
Charlga Razorflank,"The leader (or ""crone"") of the Death's Head and Razorfen tribes is Charlga Razorflank, a quilboar who experienced an unparalleled and meteoric rise to power. Her aim is to resurrect the demigod Agamaggan, but the dark and violent rituals Charlga and her minions perform are quite at odds with the Ancient's noble and protective demeanor.",0.217213,0.313525,442,234,0,5,4790,301,0,0,-1
Hearthsinger Forresten,"The Culling of Stratholme claimed the lives of innumerable people whose only crime was being in the doomed city. A traveling singer and piccolo player named Forresten was one such victim. He continues to wander the city in death, unable to accept his tragic fate.",0.605191,0.313524,443,236,0,1,4794,317,0,0,-1
Aku'mai,"Aku'mai, an ancient evil, carries within him a small measure of the Old Gods' power. This three-headed hydra is greatly feared for his mindless savagery and insatiable hunger for living flesh, but the Twilight's Hammer worships him as a divine sign that the Old Gods will soon return.",0.855224,0.864179,444,227,0,6,4383,222,0,2,1
Timmy the Cruel,"Timmison was infamous for his savagery on the field of battle. Some speculate his sadism stemmed from the ceaseless bullying he endured as a child. Now reborn as a Scourge monstrosity, his mind shattered, he is tormented by those memories, causing him to answer to the name he once loathed: Timmy.",0.499999,0.178279,445,236,0,2,4799,317,0,0,-1
Willey Hopebreaker,"Balnazzar took great pleasure in leveraging the cannon master Willey's destructive capabilities in undeath, calling his prized minion by the name of Hopebreaker. The dreadlord relishes that he has twisted Willey and other Scarlet Crusaders--who so despised the undead in life--into his unwitting pawns.",0.0478142,0.506148,446,236,0,4,4807,317,0,0,-1
Old Serra'kis,"Many of the creatures swimming beneath the Moonshrine Ruins were killed for food after the Twilight's Hammer cult took up residence, but the largest thresher in the water proved to be uncatchable, and those who persisted in hunting it inevitably died in the attempt.",0.586567,0.308955,447,227,0,4,4385,223,0,2,1
Instructor Galford,"Galford once took great pride in caring for the Crusade's most valued documents. However, as he lay dying, he watched in horror as his precious tomes were burnt around him. Balnazzar used this painful memory to imbue his servant with the fiery power that ravaged Galford in life.",0.277323,0.754099,448,236,0,5,4808,317,0,0,-1
Balnazzar,"Balnazzar has never tasted true death, but he has suffered bitter defeat. After the Cataclysm rocked the world, he slaughtered the Scarlet Crusaders in Stratholme and transformed them into the undead creatures they once hated. The dreadlord now plots his machinations for vengeance upon Azeroth.",0.204918,0.821721,449,236,0,6,4828,317,0,0,-1
The Unforgiven,"Lylia was a blade of righteousness among her people. After Arthas commanded his forces to purge the city, her sanity was ripped apart from seeing countless innocents die by her hand. She fell on her sword to escape the madness around her, and she now exists as a spectral being forever denied absolution for her heinous acts.",0.734973,0.204918,450,236,0,7,4833,317,0,0,-1
Baroness Anastari,"While she lived, Anastari took what she wanted, no matter the cost. Death has done little to change that. Her soul ripped from her body, Anastari became a banshee, and she has abandoned her love of material trinkets in favor of possessions of a far more sinister kind.",0.745902,0.469262,451,236,0,8,4841,318,0,0,-1
